pheno,dataset,sample_size,resample_seed,perfeat,kfold_seed,leakage_type,r,q2,r_yp,r_gold
attn,pnc,100,7,0.05,4,gold,-0.09856545730833248,-0.05001487107626201,1.0,-0.09856545730833248
mr,hcpd,300,1,0.05,4,gold,0.3178876668511806,0.09462141720638806,1.0,0.3178876668511806
mr,abcd,400,3,0.05,9,gold,0.015096627958766635,-0.04733880196935325,1.0,0.015096627958766635
attn,hcpd,400,2,0.05,2,gold,-0.023689741139750954,-0.1289496899035556,1.0,-0.023689741139750954
mr,abcd,400,4,0.05,0,gold,0.0758379149602322,-0.0059879109138334385,1.0,0.0758379149602322
mr,hcpd,200,3,0.05,3,gold,0.24827412495801482,0.04698778237266599,1.0,0.24827412495801482
attn,abcd,200,8,0.05,2,gold,0.029812829156399028,-0.06032054704118295,1.0,0.029812829156399028
attn,hbn,200,7,0.05,8,gold,-0.05810862941430711,-0.11845097924775327,1.0,-0.05810862941430711
age,hcpd,200,4,0.05,6,gold,0.8062313352805126,0.647446527814014,1.0,0.8062313352805126
age,hbn,300,2,0.05,2,gold,0.6928358084940293,0.4777122572776815,1.0,0.6928358084940293
mr,hcpd,100,7,0.05,1,gold,0.3130655605748828,0.09789190086920618,1.0,0.3130655605748828
attn,pnc,200,1,0.05,8,gold,0.015152624490895557,-0.05729080787409635,1.0,0.015152624490895557
mr,hbn,400,5,0.05,2,gold,0.13909102958860625,0.009489778980441232,1.0,0.13909102958860625
age,hcpd,400,2,0.05,3,gold,0.7767852633607144,0.5958337820378921,1.0,0.7767852633607144
age,hcpd,200,0,0.05,4,gold,0.7188966416162054,0.5027262815217126,1.0,0.7188966416162054
mr,pnc,400,7,0.05,6,gold,0.2798626297202737,0.05429406781152357,1.0,0.2798626297202737
mr,hcpd,200,4,0.05,4,gold,0.19886499298375407,0.014010615537941695,1.0,0.19886499298375407
mr,pnc,300,4,0.05,9,gold,0.22534705478391326,0.03456029390602455,1.0,0.22534705478391326
attn,abcd,400,6,0.05,4,gold,0.1418186250755029,-0.02074764843789101,1.0,0.1418186250755029
age,abcd,100,0,0.05,4,gold,-0.11820365771250141,-0.10006241667810123,1.0,-0.11820365771250141
attn,pnc,400,2,0.05,8,gold,0.009447437132818438,-0.12864047139961676,1.0,0.009447437132818438
attn,abcd,400,4,0.05,6,gold,0.04643397248772418,-0.12301923536908643,1.0,0.04643397248772418
attn,hcpd,300,0,0.05,6,gold,-0.01013279076121662,-0.14220193925084712,1.0,-0.01013279076121662
mr,hcpd,200,7,0.05,0,gold,0.27359091382032436,0.06700600726307149,1.0,0.27359091382032436
mr,hcpd,100,7,0.05,2,gold,0.29781338182160066,0.08063419252417148,1.0,0.29781338182160066
age,abcd,300,4,0.05,4,gold,0.17929209487528983,-0.035578430234127545,1.0,0.17929209487528983
mr,abcd,400,8,0.05,4,gold,0.017656815435319502,-0.11907256113950782,1.0,0.017656815435319502
attn,abcd,300,7,0.05,1,gold,-0.004929361054722075,-0.08014296781440278,1.0,-0.004929361054722075
age,abcd,100,2,0.05,7,gold,0.0737611832998133,-0.10436673302321098,1.0,0.0737611832998133
attn,hbn,200,3,0.05,0,gold,0.08431913295823906,-0.052656641478726396,1.0,0.08431913295823906
age,hcpd,400,7,0.05,0,gold,0.7643040564749745,0.5789322650418178,1.0,0.7643040564749745
mr,hbn,200,2,0.05,3,gold,0.07406528184673014,-0.00913053205914749,1.0,0.07406528184673014
mr,hbn,400,3,0.05,8,gold,0.20173678271275064,0.036826161743039876,1.0,0.20173678271275064
attn,pnc,400,7,0.05,3,gold,-0.06886273114288485,-0.10427195740688644,1.0,-0.06886273114288485
age,hbn,300,6,0.05,8,gold,0.6929059700520158,0.4777418784597376,1.0,0.6929059700520158
attn,pnc,200,2,0.05,4,gold,-0.03174571130760084,-0.04361939700921247,1.0,-0.03174571130760084
attn,pnc,200,9,0.05,1,gold,-0.18424232621879225,-0.13308363834610892,1.0,-0.18424232621879225
mr,hbn,200,6,0.05,0,gold,0.17077966904249464,0.026849680946366528,1.0,0.17077966904249464
age,hcpd,300,8,0.05,7,gold,0.7933333450738294,0.6248835960108825,1.0,0.7933333450738294
attn,abcd,400,3,0.05,6,gold,0.13185100708237996,-0.0452150204918631,1.0,0.13185100708237996
attn,hbn,300,0,0.05,8,gold,-0.014631969296496959,-0.15081107017182815,1.0,-0.014631969296496959
age,pnc,200,8,0.05,4,gold,0.5179922854450186,0.266901726431344,1.0,0.5179922854450186
attn,abcd,100,2,0.05,5,gold,0.005240313155948814,-0.016926331989960852,1.0,0.005240313155948814
mr,hbn,400,4,0.05,3,gold,0.3139534026042372,0.09790634194756886,1.0,0.3139534026042372
attn,hcpd,400,0,0.05,9,gold,0.07388509328201982,-0.06929913690561262,1.0,0.07388509328201982
age,abcd,100,8,0.05,5,gold,-0.12792120846618357,-0.14652152223049963,1.0,-0.12792120846618357
attn,abcd,200,0,0.05,8,gold,0.18964015089444466,0.013055468399100656,1.0,0.18964015089444466
age,hbn,200,3,0.05,1,gold,0.6004353464729678,0.3601457790335596,1.0,0.6004353464729678
age,abcd,100,2,0.05,8,gold,0.10191864012079119,-0.07679104339303211,1.0,0.10191864012079119
mr,hcpd,200,3,0.05,6,gold,0.18880131968085362,0.0005903691758980534,1.0,0.18880131968085362
age,pnc,200,8,0.05,8,gold,0.42900641168260967,0.18231042135078424,1.0,0.42900641168260967
mr,abcd,300,5,0.05,7,gold,0.09981255288778439,-0.027697413412366423,1.0,0.09981255288778439
age,hbn,300,9,0.05,0,gold,0.6925164086940064,0.47345667082768483,1.0,0.6925164086940064
age,hbn,100,0,0.05,1,gold,0.6348756720733814,0.3023780286911033,1.0,0.6348756720733814
mr,hcpd,400,2,0.05,3,gold,0.2844964133146135,0.06992082995716142,1.0,0.2844964133146135
attn,hcpd,200,3,0.05,8,gold,-0.08523485115382337,-0.14138681681660925,1.0,-0.08523485115382337
mr,hbn,200,9,0.05,6,gold,0.18100111591551904,0.02725017590968104,1.0,0.18100111591551904
mr,hbn,200,6,0.05,4,gold,0.12011577642102036,0.005873032129242395,1.0,0.12011577642102036
attn,abcd,200,4,0.05,1,gold,0.18431759988845892,0.00800929313645915,1.0,0.18431759988845892
mr,abcd,300,4,0.05,0,gold,0.05766632075986099,-0.007763437121898642,1.0,0.05766632075986099
age,hcpd,100,3,0.05,4,gold,0.710939721162536,0.5051446486828952,1.0,0.710939721162536
age,abcd,100,7,0.05,1,gold,-0.31259585441529364,-0.25555168354387603,1.0,-0.31259585441529364
attn,abcd,300,1,0.05,9,gold,-0.1369220680921999,-0.20617057559842067,1.0,-0.1369220680921999
mr,hcpd,300,6,0.05,6,gold,0.3450519064634454,0.11485878225006185,1.0,0.3450519064634454
attn,pnc,100,0,0.05,4,gold,0.1746327926631338,0.02966288391152183,1.0,0.1746327926631338
age,pnc,200,9,0.05,8,gold,0.4834873267497172,0.2336960277957032,1.0,0.4834873267497172
attn,abcd,300,5,0.05,5,gold,0.10099155491844578,-0.06140150790251053,1.0,0.10099155491844578
attn,pnc,300,7,0.05,9,gold,0.07064461791971739,-0.010889828877680863,1.0,0.07064461791971739
mr,hcpd,300,3,0.05,4,gold,0.2489591871439334,0.040666803762954395,1.0,0.2489591871439334
attn,hcpd,100,9,0.05,6,gold,-0.013017126325666754,-0.05769241495040256,1.0,-0.013017126325666754
mr,hbn,100,6,0.05,9,gold,0.1007911850341765,0.005820097030726945,1.0,0.1007911850341765
age,pnc,100,3,0.05,1,gold,0.33666212609394675,0.09416908017662728,1.0,0.33666212609394675
attn,hbn,400,2,0.05,3,gold,-0.06697682461519379,-0.19137682991702842,1.0,-0.06697682461519379
attn,abcd,100,2,0.05,4,gold,0.09709086506279102,0.001332998891678816,1.0,0.09709086506279102
age,abcd,400,0,0.05,4,gold,-0.009305998233114699,-0.14985435142373715,1.0,-0.009305998233114699
attn,hcpd,300,9,0.05,8,gold,0.016473567349243025,-0.11182360875584041,1.0,0.016473567349243025
mr,abcd,100,8,0.05,0,gold,0.012477925543748936,-0.0131217608110894,1.0,0.012477925543748936
age,hbn,200,5,0.05,1,gold,0.58037783332009,0.33155236084352024,1.0,0.58037783332009
mr,hcpd,200,5,0.05,8,gold,0.2274287254388448,0.029705999975588093,1.0,0.2274287254388448
age,pnc,300,2,0.05,5,gold,0.5582315226477025,0.3046070688185383,1.0,0.5582315226477025
attn,pnc,300,3,0.05,1,gold,0.03987993220706235,-0.03628646920571987,1.0,0.03987993220706235
age,abcd,100,2,0.05,4,gold,0.1290137899899549,-0.02758791307572417,1.0,0.1290137899899549
mr,hcpd,100,5,0.05,1,gold,0.2972361731825673,0.08622542290748092,1.0,0.2972361731825673
attn,hbn,200,4,0.05,5,gold,-0.1298154638473999,-0.20437370583219439,1.0,-0.1298154638473999
attn,hbn,200,5,0.05,9,gold,-0.003676795192893596,-0.11569225565979968,1.0,-0.003676795192893596
mr,hcpd,400,7,0.05,2,gold,0.2808784984993785,0.06500518258301824,1.0,0.2808784984993785
mr,hcpd,200,2,0.05,2,gold,0.29465447923027427,0.08053292387339417,1.0,0.29465447923027427
mr,hbn,200,8,0.05,4,gold,0.3073861227486688,0.08428979567600936,1.0,0.3073861227486688
attn,pnc,400,6,0.05,9,gold,-0.06833596996644589,-0.20537203510829416,1.0,-0.06833596996644589
attn,hbn,400,1,0.05,5,gold,0.01720190488457954,-0.0785284309365839,1.0,0.01720190488457954
attn,pnc,400,0,0.05,9,gold,-0.058263233578557234,-0.1299735081026332,1.0,-0.058263233578557234
age,hcpd,100,8,0.05,1,gold,0.6445885329151405,0.4096943155921725,1.0,0.6445885329151405
age,hbn,200,7,0.05,5,gold,0.6397706297075723,0.4012773565091482,1.0,0.6397706297075723
attn,hbn,200,6,0.05,7,gold,0.09324244897326822,-0.0052283359488205505,1.0,0.09324244897326822
age,abcd,200,3,0.05,0,gold,0.1022831732191039,-0.030006564163747695,1.0,0.1022831732191039
attn,abcd,400,2,0.05,6,gold,0.12427334022714276,-0.06063347008588704,1.0,0.12427334022714276
age,hbn,200,0,0.05,5,gold,0.6691979759033155,0.43503133820868933,1.0,0.6691979759033155
age,hbn,300,0,0.05,4,gold,0.6989026451427738,0.4763695460992686,1.0,0.6989026451427738
age,hcpd,300,2,0.05,4,gold,0.7437791749490635,0.5484191572590628,1.0,0.7437791749490635
attn,abcd,400,9,0.05,0,gold,0.049387913837015525,-0.026432194868559744,1.0,0.049387913837015525
mr,hcpd,300,7,0.05,9,gold,0.27476686394739436,0.0631383189542466,1.0,0.27476686394739436
age,hbn,200,7,0.05,4,gold,0.6163945019639329,0.37528389783055593,1.0,0.6163945019639329
mr,hbn,400,6,0.05,2,gold,0.21605211186805515,0.041275528868204625,1.0,0.21605211186805515
age,pnc,100,0,0.05,1,gold,0.27856479289311714,0.07751205969598851,1.0,0.27856479289311714
attn,abcd,300,2,0.05,4,gold,0.18327889448597795,-0.018126198559331508,1.0,0.18327889448597795
attn,abcd,400,0,0.05,9,gold,0.1769368961051152,-0.008085618512134962,1.0,0.1769368961051152
mr,hbn,200,9,0.05,9,gold,0.240028573225852,0.057606583410595436,1.0,0.240028573225852
mr,pnc,100,7,0.05,5,gold,0.23514445681295548,0.05110309087160436,1.0,0.23514445681295548
mr,pnc,200,0,0.05,5,gold,0.2562210509667262,0.04818224373967539,1.0,0.2562210509667262
age,hcpd,300,3,0.05,6,gold,0.7727532041798975,0.5925415907755985,1.0,0.7727532041798975
mr,abcd,100,8,0.05,7,gold,0.06405138395323258,0.000948712257900608,1.0,0.06405138395323258
mr,pnc,200,5,0.05,3,gold,0.13506535607019465,-0.0035206489218710946,1.0,0.13506535607019465
age,hbn,400,5,0.05,4,gold,0.6487783065645041,0.4197787179173663,1.0,0.6487783065645041
age,pnc,100,7,0.05,1,gold,0.3839517207319348,0.14630658157405685,1.0,0.3839517207319348
age,abcd,300,6,0.05,7,gold,0.09806800647295326,-0.0634417993875167,1.0,0.09806800647295326
attn,hcpd,300,9,0.05,0,gold,-0.014080565805912833,-0.14553933960787946,1.0,-0.014080565805912833
age,hcpd,200,8,0.05,1,gold,0.7649522608395602,0.5829834782271311,1.0,0.7649522608395602
age,hbn,200,8,0.05,1,gold,0.663986007864579,0.42671266342901903,1.0,0.663986007864579
age,abcd,400,8,0.05,4,gold,0.18541140031781933,-0.016436378001978724,1.0,0.18541140031781933
mr,pnc,300,6,0.05,3,gold,0.2053099478758629,0.013964129726688257,1.0,0.2053099478758629
mr,hbn,100,9,0.05,0,gold,-0.02180320707868454,-0.04142894607337544,1.0,-0.02180320707868454
age,pnc,400,7,0.05,3,gold,0.5640521908564857,0.31659670817115493,1.0,0.5640521908564857
attn,abcd,100,2,0.05,6,gold,-0.02020248928387724,-0.02301935649058673,1.0,-0.02020248928387724
attn,hcpd,400,6,0.05,2,gold,-0.047258110697773865,-0.17348995242584708,1.0,-0.047258110697773865
attn,pnc,400,7,0.05,9,gold,-0.03443307173234572,-0.12421219424837471,1.0,-0.03443307173234572
attn,pnc,100,7,0.05,6,gold,-0.11571822955141983,-0.05270816561685754,1.0,-0.11571822955141983
age,hbn,100,9,0.05,5,gold,0.5911769797375868,0.3325854159472975,1.0,0.5911769797375868
age,hcpd,100,4,0.05,0,gold,0.762250634983607,0.5792338730093173,1.0,0.762250634983607
mr,abcd,100,5,0.05,2,gold,0.07552057368719932,0.002527543132401777,1.0,0.07552057368719932
age,hbn,300,1,0.05,8,gold,0.6731880215681524,0.4493388806482653,1.0,0.6731880215681524
attn,hcpd,400,8,0.05,2,gold,0.07869864942903314,-0.06458135000607013,1.0,0.07869864942903314
age,abcd,300,3,0.05,4,gold,0.09793056487509914,-0.06788152018982685,1.0,0.09793056487509914
attn,hcpd,400,9,0.05,8,gold,0.09136961272216558,-0.052599241521843254,1.0,0.09136961272216558
attn,pnc,200,5,0.05,3,gold,0.039742320617883804,-0.05535817810494059,1.0,0.039742320617883804
age,abcd,200,9,0.05,2,gold,0.0713759479714594,-0.059387312303589956,1.0,0.0713759479714594
attn,pnc,300,3,0.05,6,gold,-0.03780243525646032,-0.09236353389036056,1.0,-0.03780243525646032
age,hbn,400,1,0.05,0,gold,0.681654629573104,0.4625849410332792,1.0,0.681654629573104
attn,hcpd,200,8,0.05,4,gold,0.11324958182058438,-0.04244938951054489,1.0,0.11324958182058438
attn,hbn,200,1,0.05,9,gold,-0.03153954658758849,-0.09692678998355597,1.0,-0.03153954658758849
attn,pnc,100,3,0.05,2,gold,-0.04297356880102831,-0.03698553322899811,1.0,-0.04297356880102831
mr,hbn,200,8,0.05,5,gold,0.20473854376089368,0.04154264850077383,1.0,0.20473854376089368
age,abcd,200,4,0.05,3,gold,0.08493334508775127,-0.08526554920820284,1.0,0.08493334508775127
attn,hbn,100,8,0.05,7,gold,-0.2696449534899277,-0.08903896354218666,1.0,-0.2696449534899277
mr,pnc,400,9,0.05,7,gold,0.19087810941163216,-0.00504211104760377,1.0,0.19087810941163216
age,hbn,400,9,0.05,3,gold,0.7017521016062607,0.4876091781958217,1.0,0.7017521016062607
mr,hbn,400,5,0.05,4,gold,0.0973126751132368,-0.010325117937095785,1.0,0.0973126751132368
mr,abcd,200,7,0.05,0,gold,0.11047886501055977,0.008725275447465375,1.0,0.11047886501055977
age,hcpd,400,0,0.05,6,gold,0.7528889721898555,0.5604564315263788,1.0,0.7528889721898555
attn,hbn,400,6,0.05,9,gold,0.0055182269150233785,-0.14383912450302727,1.0,0.0055182269150233785
age,hbn,200,0,0.05,3,gold,0.6863893484537928,0.45819507610982013,1.0,0.6863893484537928
attn,hcpd,300,1,0.05,6,gold,0.03114417293538338,-0.0965801011651759,1.0,0.03114417293538338
attn,hcpd,300,9,0.05,1,gold,0.01832614253601545,-0.10482567814408306,1.0,0.01832614253601545
mr,pnc,200,6,0.05,6,gold,0.1151784111817549,0.006684425755267398,1.0,0.1151784111817549
mr,pnc,200,0,0.05,9,gold,0.2510378765431449,0.0422414852018842,1.0,0.2510378765431449
mr,hcpd,300,1,0.05,6,gold,0.3187458423833958,0.09328100684279583,1.0,0.3187458423833958
age,abcd,100,5,0.05,4,gold,-0.16522816537074986,-0.183146276018745,1.0,-0.16522816537074986
attn,pnc,200,4,0.05,2,gold,-0.03776027252104657,-0.07737706299563629,1.0,-0.03776027252104657
age,abcd,100,3,0.05,6,gold,-0.04613806908703606,-0.03227342498187058,1.0,-0.04613806908703606
attn,pnc,200,3,0.05,8,gold,-0.08070676090948961,-0.09778280299992925,1.0,-0.08070676090948961
age,abcd,100,3,0.05,1,gold,0.0437235208696954,-0.001871493704491023,1.0,0.0437235208696954
mr,abcd,400,5,0.05,2,gold,0.05283163718498036,-0.09362803490139848,1.0,0.05283163718498036
mr,hbn,400,7,0.05,3,gold,0.26545392796678086,0.06965365880059049,1.0,0.26545392796678086
attn,pnc,300,6,0.05,7,gold,-0.056524992987676284,-0.07048533233518439,1.0,-0.056524992987676284
age,pnc,200,6,0.05,7,gold,0.5756022070270962,0.31480626020713054,1.0,0.5756022070270962
attn,pnc,100,2,0.05,0,gold,0.19239156780701258,0.03624746333423612,1.0,0.19239156780701258
mr,hbn,200,7,0.05,4,gold,0.26964458567180827,0.07264115045065056,1.0,0.26964458567180827
attn,hbn,300,2,0.05,8,gold,0.15976636653074117,-0.012722938132429418,1.0,0.15976636653074117
attn,pnc,400,0,0.05,4,gold,-0.05847949394305875,-0.14791792265784842,1.0,-0.05847949394305875
mr,hbn,300,5,0.05,0,gold,0.10083830753713181,-0.0027312177232063917,1.0,0.10083830753713181
attn,hcpd,400,3,0.05,9,gold,0.00851433735144934,-0.13366616970835654,1.0,0.00851433735144934
attn,pnc,300,8,0.05,3,gold,-0.07374818027893212,-0.08122721738404381,1.0,-0.07374818027893212
attn,hcpd,400,9,0.05,9,gold,0.06337082851027645,-0.11836274441673234,1.0,0.06337082851027645
age,hcpd,100,2,0.05,7,gold,0.7234410499179722,0.5176717465290988,1.0,0.7234410499179722
attn,hcpd,400,8,0.05,4,gold,0.08579014617341227,-0.06375615315755767,1.0,0.08579014617341227
age,pnc,400,9,0.05,5,gold,0.46770702987665014,0.2173318968717768,1.0,0.46770702987665014
mr,hbn,100,3,0.05,2,gold,0.27858419653630734,0.06895179018826336,1.0,0.27858419653630734
mr,abcd,400,6,0.05,5,gold,0.08899817306045525,-0.07534335761571387,1.0,0.08899817306045525
mr,hbn,100,8,0.05,0,gold,-0.1747104293197311,-0.06685147144238979,1.0,-0.1747104293197311
mr,abcd,200,4,0.05,6,gold,-0.018014616957701377,-0.03385962703431522,1.0,-0.018014616957701377
mr,hbn,200,9,0.05,2,gold,0.17538593819270365,0.024126850245361986,1.0,0.17538593819270365
mr,hbn,100,9,0.05,1,gold,0.045214514530402844,-0.007287136024396457,1.0,0.045214514530402844
age,abcd,200,6,0.05,6,gold,0.10499986850136311,-0.0600619587837905,1.0,0.10499986850136311
age,hbn,100,1,0.05,1,gold,0.4768869523682924,0.2216858846293347,1.0,0.4768869523682924
attn,abcd,200,0,0.05,0,gold,0.20144519098555488,0.01898560025867113,1.0,0.20144519098555488
mr,hbn,300,5,0.05,9,gold,0.11237857644887252,0.0033381634892367673,1.0,0.11237857644887252
attn,pnc,200,8,0.05,5,gold,0.07623141404261627,-0.008774593753505311,1.0,0.07623141404261627
attn,abcd,200,3,0.05,9,gold,0.1380749563714401,-0.016261788825099766,1.0,0.1380749563714401
attn,abcd,300,8,0.05,7,gold,0.006439346926767567,-0.13263964567916187,1.0,0.006439346926767567
attn,hcpd,200,3,0.05,0,gold,0.04916690152651284,-0.07616482449504858,1.0,0.04916690152651284
attn,hbn,400,0,0.05,5,gold,0.031178656188164046,-0.1442801134844529,1.0,0.031178656188164046
attn,pnc,200,3,0.05,5,gold,-0.019149340158880538,-0.06492473022444512,1.0,-0.019149340158880538
attn,abcd,200,5,0.05,3,gold,0.14214067628823723,0.016015884862980556,1.0,0.14214067628823723
age,hbn,100,5,0.05,6,gold,0.42518075496103924,0.18017937953297603,1.0,0.42518075496103924
age,hbn,300,0,0.05,5,gold,0.674759699145815,0.4491964620140668,1.0,0.674759699145815
mr,abcd,200,0,0.05,3,gold,-0.10000577697351823,-0.05143872821665485,1.0,-0.10000577697351823
attn,abcd,200,9,0.05,4,gold,0.005115346620539714,-0.09529979834748259,1.0,0.005115346620539714
age,abcd,400,0,0.05,3,gold,-0.021945396680309776,-0.18957976207684624,1.0,-0.021945396680309776
mr,abcd,300,7,0.05,4,gold,0.09998454622478738,-0.01432642299444753,1.0,0.09998454622478738
age,hcpd,100,0,0.05,5,gold,0.5957945325866614,0.34715800833354615,1.0,0.5957945325866614
mr,hcpd,100,4,0.05,4,gold,0.09261737530834312,-0.04906971733156307,1.0,0.09261737530834312
age,hcpd,400,2,0.05,2,gold,0.7731111252753905,0.590774937588903,1.0,0.7731111252753905
mr,hcpd,300,8,0.05,9,gold,0.2693664288544793,0.06200770638933162,1.0,0.2693664288544793
mr,hcpd,200,1,0.05,6,gold,0.2952408828507499,0.08395869962758185,1.0,0.2952408828507499
age,hcpd,100,7,0.05,1,gold,0.5130079427521019,0.26057500318990867,1.0,0.5130079427521019
age,hcpd,200,2,0.05,4,gold,0.7372825368770314,0.5390210788400753,1.0,0.7372825368770314
age,abcd,100,8,0.05,9,gold,-0.14540672861796583,-0.1823662706586906,1.0,-0.14540672861796583
mr,hcpd,400,4,0.05,6,gold,0.31894080893895693,0.09454774952740774,1.0,0.31894080893895693
mr,abcd,100,3,0.05,6,gold,-0.009759882474857814,-0.02698544121433999,1.0,-0.009759882474857814
mr,pnc,100,0,0.05,1,gold,0.13647334004943665,0.010147538665749134,1.0,0.13647334004943665
age,abcd,200,0,0.05,2,gold,-0.18271816140499753,-0.21859587974299077,1.0,-0.18271816140499753
attn,hbn,300,2,0.05,5,gold,0.0840256782494216,-0.07365987084658898,1.0,0.0840256782494216
attn,pnc,400,3,0.05,8,gold,0.05688523954283282,-0.10620700159174024,1.0,0.05688523954283282
attn,hcpd,400,4,0.05,1,gold,0.020512768616441378,-0.11603598304393214,1.0,0.020512768616441378
mr,hbn,100,6,0.05,3,gold,0.04865940978492183,-0.010219192557267442,1.0,0.04865940978492183
mr,hcpd,400,8,0.05,1,gold,0.2948581948932678,0.07712348811158898,1.0,0.2948581948932678
age,hcpd,100,5,0.05,9,gold,0.6753999536243939,0.4493859851997145,1.0,0.6753999536243939
mr,hcpd,200,3,0.05,4,gold,0.21219823096317833,0.021770392297445373,1.0,0.21219823096317833
attn,hbn,400,6,0.05,1,gold,-0.0118536825893195,-0.16610535074260224,1.0,-0.0118536825893195
age,hbn,200,9,0.05,5,gold,0.6748048519901837,0.4480694091501739,1.0,0.6748048519901837
age,hbn,400,6,0.05,0,gold,0.6985106693775606,0.4811080598924672,1.0,0.6985106693775606
attn,pnc,100,2,0.05,8,gold,0.1133158863594232,0.008818896243020125,1.0,0.1133158863594232
attn,abcd,200,3,0.05,1,gold,0.15197916964008767,-0.016309869998485382,1.0,0.15197916964008767
mr,abcd,300,4,0.05,5,gold,0.06620556004350586,-0.0043547766501894625,1.0,0.06620556004350586
age,hbn,100,1,0.05,8,gold,0.46982550798504247,0.215348034482565,1.0,0.46982550798504247
age,pnc,300,8,0.05,1,gold,0.5104664259880297,0.2596814212408093,1.0,0.5104664259880297
age,pnc,300,1,0.05,7,gold,0.554102839927938,0.30242711148069834,1.0,0.554102839927938
mr,pnc,200,4,0.05,7,gold,0.1208505686163739,-0.002727443503157456,1.0,0.1208505686163739
mr,abcd,300,4,0.05,7,gold,0.09564346747721159,0.004371142619383983,1.0,0.09564346747721159
mr,hbn,100,8,0.05,1,gold,0.015241821650132369,-0.009192107864628873,1.0,0.015241821650132369
mr,hcpd,200,3,0.05,8,gold,0.22877231343630536,0.03224193447072998,1.0,0.22877231343630536
attn,pnc,200,9,0.05,0,gold,-0.08699692922395605,-0.1059147104398479,1.0,-0.08699692922395605
attn,hcpd,400,3,0.05,6,gold,0.016628811129606225,-0.11906484680976392,1.0,0.016628811129606225
age,hcpd,100,4,0.05,8,gold,0.7814356662779728,0.602907617658528,1.0,0.7814356662779728
mr,hcpd,100,6,0.05,7,gold,-0.18315382124428845,-0.05323540783362457,1.0,-0.18315382124428845
mr,hcpd,400,3,0.05,9,gold,0.27338947626202437,0.06005635902553452,1.0,0.27338947626202437
mr,hbn,100,4,0.05,7,gold,0.08177397809723685,0.0004284387970776571,1.0,0.08177397809723685
mr,abcd,200,3,0.05,3,gold,-0.054491734295937476,-0.04518799063840828,1.0,-0.054491734295937476
mr,pnc,100,7,0.05,1,gold,0.1298888460096734,0.012816493770168025,1.0,0.1298888460096734
attn,hcpd,200,1,0.05,8,gold,-0.036921668110913734,-0.1170135519083122,1.0,-0.036921668110913734
mr,hbn,300,6,0.05,1,gold,0.247316567270124,0.0610137123493848,1.0,0.247316567270124
age,hcpd,200,4,0.05,1,gold,0.8314955571647393,0.6844196481343646,1.0,0.8314955571647393
age,abcd,400,8,0.05,5,gold,0.19422600060066986,-0.009926408226772931,1.0,0.19422600060066986
age,hcpd,300,7,0.05,4,gold,0.7423199530977614,0.5439356726886139,1.0,0.7423199530977614
mr,hbn,400,4,0.05,2,gold,0.2997001745458147,0.08973996723612565,1.0,0.2997001745458147
age,abcd,300,0,0.05,0,gold,-0.05563030173453736,-0.17495665271056793,1.0,-0.05563030173453736
attn,pnc,200,7,0.05,2,gold,-0.08206553095836773,-0.04789598421017072,1.0,-0.08206553095836773
mr,pnc,300,9,0.05,5,gold,0.18402402506179955,-0.015642943591790637,1.0,0.18402402506179955
mr,hbn,300,0,0.05,1,gold,0.301198412504929,0.0906562551367549,1.0,0.301198412504929
attn,abcd,300,3,0.05,8,gold,0.12311499499628122,-0.02420548846160031,1.0,0.12311499499628122
mr,abcd,200,1,0.05,2,gold,0.06265263384755179,-0.022826895091571542,1.0,0.06265263384755179
mr,hbn,400,1,0.05,6,gold,0.2772331014988271,0.07541880857102357,1.0,0.2772331014988271
mr,hcpd,200,0,0.05,5,gold,0.3309254585087052,0.10848853449502749,1.0,0.3309254585087052
attn,pnc,400,2,0.05,4,gold,0.0038535810742198117,-0.13941491880157342,1.0,0.0038535810742198117
attn,hbn,100,2,0.05,9,gold,-0.16604278557470692,-0.07693769990000887,1.0,-0.16604278557470692
mr,hbn,200,8,0.05,8,gold,0.18391202252837854,0.030802407156223843,1.0,0.18391202252837854
mr,hbn,100,0,0.05,6,gold,-0.015121097580233833,-0.03187647938500082,1.0,-0.015121097580233833
mr,pnc,300,5,0.05,4,gold,0.12536857429063872,-0.050691354239860154,1.0,0.12536857429063872
age,abcd,400,3,0.05,1,gold,0.04203793208608415,-0.1184704528143583,1.0,0.04203793208608415
age,hbn,200,1,0.05,1,gold,0.5786413233423772,0.33316711892660833,1.0,0.5786413233423772
age,pnc,300,7,0.05,8,gold,0.51923843142785,0.2682813986031508,1.0,0.51923843142785
age,abcd,300,6,0.05,9,gold,0.018714979028782087,-0.1300370677846412,1.0,0.018714979028782087
age,pnc,100,1,0.05,6,gold,0.3912931583808825,0.1508455158869807,1.0,0.3912931583808825
mr,hcpd,200,8,0.05,6,gold,0.22623371087498925,0.0511731796372884,1.0,0.22623371087498925
mr,hbn,200,9,0.05,1,gold,0.17958082272163847,0.026996121661884587,1.0,0.17958082272163847
mr,pnc,200,3,0.05,4,gold,0.3179409684104552,0.09372972630501886,1.0,0.3179409684104552
mr,abcd,300,6,0.05,8,gold,0.03557221013944763,-0.09732183677625716,1.0,0.03557221013944763
attn,hbn,400,3,0.05,7,gold,0.11901676664977781,-0.046170806939816345,1.0,0.11901676664977781
age,pnc,400,6,0.05,3,gold,0.6149720166925533,0.3713411231901229,1.0,0.6149720166925533
mr,hcpd,400,8,0.05,7,gold,0.2918040771133204,0.07237912234872967,1.0,0.2918040771133204
