pheno,dataset,sample_size,resample_seed,perfeat,kfold_seed,leakage_type,r,q2,r_yp,r_gold
mr,pnc,400,6,0.05,3,gold,0.24457791271877766,0.025327138706999874,1.0,0.24457791271877766
attn,hbn,200,8,0.05,2,gold,0.019163990386228544,-0.05428859206546521,1.0,0.019163990386228544
attn,pnc,400,2,0.05,0,gold,-0.02766847363439519,-0.15488161745806428,1.0,-0.02766847363439519
attn,hbn,100,1,0.05,7,gold,0.07530535345065528,-0.005046156118076572,1.0,0.07530535345065528
attn,abcd,100,4,0.05,1,gold,0.028263212829317,-0.020788331848906605,1.0,0.028263212829317
mr,hcpd,400,1,0.05,0,gold,0.3250896791267214,0.10075898003422168,1.0,0.3250896791267214
age,abcd,400,3,0.05,4,gold,0.05218124360202423,-0.11509487343274971,1.0,0.05218124360202423
mr,abcd,200,8,0.05,4,gold,-0.0034912842375591346,-0.02263086948505455,1.0,-0.0034912842375591346
mr,hbn,200,4,0.05,3,gold,0.07010616289176809,-0.01629829151091844,1.0,0.07010616289176809
mr,abcd,300,9,0.05,1,gold,0.04493455713707944,-0.0940372758950414,1.0,0.04493455713707944
attn,hbn,400,5,0.05,8,gold,-0.0895908367923634,-0.19410780146650297,1.0,-0.0895908367923634
age,hcpd,100,7,0.05,9,gold,0.4820113758745389,0.23127841754884648,1.0,0.4820113758745389
mr,pnc,300,8,0.05,9,gold,0.26953409289362007,0.051881130983965185,1.0,0.26953409289362007
mr,abcd,400,7,0.05,7,gold,0.12400069643471728,0.0009342043471486372,1.0,0.12400069643471728
age,abcd,300,4,0.05,8,gold,0.17772261462623876,-0.02290011082292076,1.0,0.17772261462623876
age,hcpd,300,8,0.05,1,gold,0.7986783698035507,0.6324926829272632,1.0,0.7986783698035507
attn,pnc,100,4,0.05,1,gold,0.11949314806202431,0.014237771651030906,1.0,0.11949314806202431
attn,hbn,100,9,0.05,2,gold,0.0547083263546217,-0.0033018696956006455,1.0,0.0547083263546217
mr,hcpd,200,1,0.05,2,gold,0.3043519001991825,0.0848558170853666,1.0,0.3043519001991825
mr,hcpd,400,7,0.05,8,gold,0.28213846975579343,0.06681283310659092,1.0,0.28213846975579343
age,pnc,400,9,0.05,0,gold,0.49589438077521375,0.24475596691093404,1.0,0.49589438077521375
attn,hbn,200,9,0.05,7,gold,0.11005653478105133,0.009929592286074151,1.0,0.11005653478105133
attn,hbn,200,9,0.05,3,gold,0.029534700919755658,-0.020142354823876385,1.0,0.029534700919755658
attn,hcpd,400,5,0.05,1,gold,-0.009464500625461034,-0.1714859647566227,1.0,-0.009464500625461034
mr,abcd,100,5,0.05,4,gold,-0.002232404841887607,-0.024813202017123226,1.0,-0.002232404841887607
attn,pnc,400,8,0.05,4,gold,-0.0035251617340076057,-0.11875801063715774,1.0,-0.0035251617340076057
attn,pnc,200,6,0.05,5,gold,-0.13836118551103452,-0.12729345530988678,1.0,-0.13836118551103452
attn,hcpd,300,1,0.05,4,gold,0.14773997222864563,-0.018710051082621915,1.0,0.14773997222864563
attn,hcpd,200,9,0.05,6,gold,0.037533923029643854,-0.07015830400870926,1.0,0.037533923029643854
attn,hbn,100,2,0.05,0,gold,-0.09695399989471065,-0.060130359016929535,1.0,-0.09695399989471065
mr,hcpd,400,9,0.05,2,gold,0.2644258714588553,0.05158957120785379,1.0,0.2644258714588553
age,abcd,400,5,0.05,8,gold,0.23871794551571116,0.04023940169025508,1.0,0.23871794551571116
attn,hcpd,200,5,0.05,7,gold,0.05353877322018622,-0.06627205177018936,1.0,0.05353877322018622
attn,pnc,200,2,0.05,9,gold,-0.029100737640717588,-0.04781946192076769,1.0,-0.029100737640717588
age,hcpd,200,1,0.05,8,gold,0.6891692914253084,0.4729922203887672,1.0,0.6891692914253084
attn,abcd,400,2,0.05,9,gold,0.1583038946664453,-0.036455122413270535,1.0,0.1583038946664453
mr,hcpd,300,2,0.05,1,gold,0.3134459951370878,0.09131081044782297,1.0,0.3134459951370878
age,pnc,400,9,0.05,9,gold,0.486225033336307,0.2360457347574001,1.0,0.486225033336307
age,hbn,100,4,0.05,5,gold,0.40465118416861656,0.15216505873047526,1.0,0.40465118416861656
mr,abcd,400,4,0.05,3,gold,0.15223401516564358,0.022157967505836873,1.0,0.15223401516564358
attn,pnc,300,9,0.05,0,gold,0.023251112869179205,-0.060655415391423606,1.0,0.023251112869179205
mr,hcpd,100,4,0.05,8,gold,0.1455445762171669,-0.0060011651322462445,1.0,0.1455445762171669
mr,abcd,400,6,0.05,8,gold,0.0894318775609221,-0.08172274926054035,1.0,0.0894318775609221
attn,abcd,200,8,0.05,3,gold,0.0197348165108681,-0.07668970457959401,1.0,0.0197348165108681
attn,abcd,100,7,0.05,5,gold,0.1300465699099632,0.016266817205940254,1.0,0.1300465699099632
attn,pnc,300,9,0.05,1,gold,-0.10411675202981112,-0.14037429905088405,1.0,-0.10411675202981112
age,abcd,300,3,0.05,3,gold,0.088402969059891,-0.05843826663100371,1.0,0.088402969059891
mr,abcd,100,0,0.05,6,gold,-0.4566689547819349,-0.137921949806173,1.0,-0.4566689547819349
age,hcpd,200,6,0.05,7,gold,0.7772713813758988,0.5939371528287942,1.0,0.7772713813758988
attn,pnc,300,1,0.05,0,gold,-0.043595577298845625,-0.11517976401955554,1.0,-0.043595577298845625
age,abcd,200,8,0.05,7,gold,0.12882552236118278,-0.0317349023191964,1.0,0.12882552236118278
mr,abcd,300,8,0.05,0,gold,0.04531553139785398,-0.08744304840072314,1.0,0.04531553139785398
attn,abcd,200,6,0.05,9,gold,0.07318890706514426,-0.004776467298802434,1.0,0.07318890706514426
attn,pnc,300,6,0.05,9,gold,-0.21346513287702615,-0.11700382064875181,1.0,-0.21346513287702615
mr,pnc,300,7,0.05,4,gold,0.21243079051244013,0.012769999018670264,1.0,0.21243079051244013
attn,pnc,200,8,0.05,3,gold,0.022067294925270563,-0.028956357235407237,1.0,0.022067294925270563
attn,hbn,100,5,0.05,0,gold,-0.22450403991193624,-0.22853005017413075,1.0,-0.22450403991193624
age,abcd,100,0,0.05,7,gold,-0.14593344350917803,-0.12825904696337465,1.0,-0.14593344350917803
age,pnc,400,3,0.05,9,gold,0.5904699468453966,0.34634279162492054,1.0,0.5904699468453966
attn,hbn,400,4,0.05,2,gold,-0.012722038028255915,-0.15944487525437223,1.0,-0.012722038028255915
mr,hcpd,400,6,0.05,9,gold,0.26860121628848116,0.054497742970985974,1.0,0.26860121628848116
mr,pnc,300,4,0.05,7,gold,0.2005048226036945,0.014811399523965818,1.0,0.2005048226036945
age,hcpd,100,1,0.05,4,gold,0.7006946472864679,0.4868304921053178,1.0,0.7006946472864679
age,pnc,200,5,0.05,7,gold,0.4424379921266213,0.18802554496472523,1.0,0.4424379921266213
age,hcpd,300,8,0.05,3,gold,0.8074285794232499,0.6439416181766618,1.0,0.8074285794232499
mr,hbn,100,1,0.05,6,gold,-0.18467970138176604,-0.06265869089096432,1.0,-0.18467970138176604
mr,pnc,400,0,0.05,3,gold,0.12989118157451413,-0.05803055028042858,1.0,0.12989118157451413
attn,pnc,100,3,0.05,7,gold,-0.08979980933954033,-0.043933571048276,1.0,-0.08979980933954033
attn,hcpd,400,5,0.05,2,gold,0.07174528308581823,-0.09991398589352296,1.0,0.07174528308581823
attn,hcpd,400,1,0.05,4,gold,0.015126757357504126,-0.14861809898405354,1.0,0.015126757357504126
age,hbn,100,7,0.05,9,gold,0.49415044113202033,0.24090383662690174,1.0,0.49415044113202033
attn,pnc,400,7,0.05,6,gold,-0.08916997609718083,-0.1287442059860957,1.0,-0.08916997609718083
mr,hcpd,100,0,0.05,4,gold,-0.08518448421665953,-0.09263952545752385,1.0,-0.08518448421665953
attn,abcd,200,4,0.05,7,gold,0.15515407020397476,-0.026029722452178827,1.0,0.15515407020397476
attn,abcd,100,5,0.05,9,gold,0.14973438602142927,0.02157394551622127,1.0,0.14973438602142927
mr,hbn,200,9,0.05,8,gold,0.26983901706005836,0.0710915225901636,1.0,0.26983901706005836
mr,abcd,200,7,0.05,9,gold,0.0944141728568971,0.003187480698526257,1.0,0.0944141728568971
age,hcpd,100,1,0.05,7,gold,0.7007137094165506,0.48528223458257336,1.0,0.7007137094165506
age,hcpd,300,9,0.05,5,gold,0.6854660251409735,0.4659766078449189,1.0,0.6854660251409735
age,hbn,300,3,0.05,2,gold,0.6493418802246868,0.41822525457493165,1.0,0.6493418802246868
mr,pnc,400,1,0.05,3,gold,0.25507072748173765,0.06471265808057713,1.0,0.25507072748173765
age,abcd,100,9,0.05,7,gold,0.16111715084385847,0.014713029563781621,1.0,0.16111715084385847
mr,pnc,300,6,0.05,2,gold,0.19350004554343891,0.012130571779329635,1.0,0.19350004554343891
attn,hcpd,300,4,0.05,0,gold,0.12494402170824946,-0.0587080289587405,1.0,0.12494402170824946
attn,pnc,100,7,0.05,2,gold,-0.200350665120079,-0.10219953736756326,1.0,-0.200350665120079
attn,pnc,200,5,0.05,2,gold,-0.0162693911504909,-0.11972867543882737,1.0,-0.0162693911504909
attn,pnc,400,7,0.05,5,gold,-0.0014031475337208483,-0.09456125269484805,1.0,-0.0014031475337208483
mr,pnc,300,8,0.05,7,gold,0.19552609885598002,-0.015961502587261922,1.0,0.19552609885598002
attn,pnc,400,6,0.05,5,gold,-0.05167570455669358,-0.19153466233238126,1.0,-0.05167570455669358
age,pnc,100,1,0.05,3,gold,0.41381491892181727,0.16807175586892042,1.0,0.41381491892181727
mr,hcpd,100,9,0.05,2,gold,0.14799855614156837,-0.0034598913991721325,1.0,0.14799855614156837
mr,hbn,100,3,0.05,4,gold,0.08426026867221269,-0.005026107882536213,1.0,0.08426026867221269
age,hbn,400,6,0.05,2,gold,0.7085564341192169,0.49533608476931,1.0,0.7085564341192169
mr,hbn,300,1,0.05,9,gold,0.21815260126152933,0.04435879650839525,1.0,0.21815260126152933
mr,hcpd,400,6,0.05,1,gold,0.29023299638074307,0.07270750725555841,1.0,0.29023299638074307
age,hbn,200,5,0.05,7,gold,0.5766925370214131,0.32909296335083504,1.0,0.5766925370214131
attn,pnc,400,9,0.05,8,gold,0.019331488567489202,-0.09715277254909815,1.0,0.019331488567489202
attn,pnc,400,9,0.05,0,gold,0.009144714111478642,-0.07184254664667988,1.0,0.009144714111478642
age,hcpd,100,5,0.05,0,gold,0.618075501173955,0.3772138093633658,1.0,0.618075501173955
mr,abcd,400,3,0.05,2,gold,0.030950702771008656,-0.057042858476000546,1.0,0.030950702771008656
mr,abcd,200,7,0.05,7,gold,0.06627897097567312,-0.006635458583909459,1.0,0.06627897097567312
mr,abcd,400,3,0.05,3,gold,0.05000526085371635,-0.044373722550406836,1.0,0.05000526085371635
attn,hbn,300,3,0.05,8,gold,0.05481115195448689,-0.08476057668709647,1.0,0.05481115195448689
age,abcd,400,2,0.05,7,gold,0.15679783805084754,-0.0820238584436801,1.0,0.15679783805084754
age,hbn,100,6,0.05,6,gold,0.5428121010023413,0.28970315456794515,1.0,0.5428121010023413
age,hcpd,200,7,0.05,2,gold,0.7004305703464684,0.48575485979811495,1.0,0.7004305703464684
age,abcd,200,3,0.05,9,gold,0.06789253422104487,-0.04074225843738688,1.0,0.06789253422104487
attn,abcd,200,7,0.05,3,gold,-0.1731006413176551,-0.11226128161145699,1.0,-0.1731006413176551
mr,pnc,200,2,0.05,0,gold,0.11089012085309768,-0.05025417401349341,1.0,0.11089012085309768
attn,abcd,100,4,0.05,2,gold,-0.05821455784180045,-0.05506120299238049,1.0,-0.05821455784180045
age,abcd,200,8,0.05,1,gold,0.13090503686840474,-0.05239047836068744,1.0,0.13090503686840474
age,pnc,200,9,0.05,4,gold,0.49789019537185814,0.24757679282145195,1.0,0.49789019537185814
age,hbn,300,9,0.05,4,gold,0.687400579174547,0.46707097959830657,1.0,0.687400579174547
mr,hcpd,200,4,0.05,7,gold,0.23332487768928906,0.040765233262324285,1.0,0.23332487768928906
attn,hcpd,300,4,0.05,8,gold,0.046185881611350066,-0.08629377710631192,1.0,0.046185881611350066
mr,hbn,400,4,0.05,1,gold,0.2825775593918829,0.0788090264549226,1.0,0.2825775593918829
age,pnc,300,5,0.05,9,gold,0.5088463697455919,0.25679486632320314,1.0,0.5088463697455919
mr,hcpd,400,0,0.05,4,gold,0.28314482509409905,0.06766239148266384,1.0,0.28314482509409905
mr,hcpd,200,5,0.05,7,gold,0.24408903779370522,0.03837903750411964,1.0,0.24408903779370522
mr,abcd,100,0,0.05,9,gold,-0.2954944407378633,-0.09575549660187832,1.0,-0.2954944407378633
age,pnc,300,0,0.05,6,gold,0.5913470452788445,0.32838761352496637,1.0,0.5913470452788445
attn,hcpd,400,5,0.05,8,gold,0.009267273198906701,-0.11158284212948666,1.0,0.009267273198906701
attn,hcpd,100,3,0.05,6,gold,-0.03903118175789885,-0.12933650173079014,1.0,-0.03903118175789885
age,hcpd,300,0,0.05,0,gold,0.7524133360167764,0.5539552906338254,1.0,0.7524133360167764
age,hbn,200,9,0.05,3,gold,0.6751236125603522,0.4495989321401288,1.0,0.6751236125603522
age,hcpd,100,5,0.05,8,gold,0.620545162615206,0.3788499301874686,1.0,0.620545162615206
mr,hbn,100,8,0.05,7,gold,-0.17511884813444548,-0.05100958604101691,1.0,-0.17511884813444548
attn,hcpd,100,7,0.05,8,gold,-0.0756914127561365,-0.03848582933361655,1.0,-0.0756914127561365
attn,hcpd,400,1,0.05,1,gold,0.08413760283246983,-0.07921355312696066,1.0,0.08413760283246983
mr,abcd,300,9,0.05,3,gold,0.060140549831556554,-0.06910515197051903,1.0,0.060140549831556554
mr,abcd,200,0,0.05,7,gold,-0.09098483510728628,-0.05007971697354563,1.0,-0.09098483510728628
mr,hcpd,400,1,0.05,7,gold,0.26070514099259445,0.0475570977741584,1.0,0.26070514099259445
attn,hcpd,200,1,0.05,6,gold,0.028498975257031326,-0.09015755787558155,1.0,0.028498975257031326
age,hbn,400,7,0.05,3,gold,0.6798100989169623,0.4596646939776958,1.0,0.6798100989169623
mr,abcd,200,2,0.05,5,gold,-0.05747879542010827,-0.14449691388391828,1.0,-0.05747879542010827
age,pnc,300,0,0.05,2,gold,0.5300699721606563,0.27863949055897697,1.0,0.5300699721606563
attn,abcd,300,4,0.05,6,gold,0.1693485253062815,-0.01878416786125925,1.0,0.1693485253062815
mr,hbn,300,9,0.05,1,gold,0.2237118386965076,0.04814326559941606,1.0,0.2237118386965076
mr,abcd,300,3,0.05,3,gold,0.047812359796798674,-0.019155711427983002,1.0,0.047812359796798674
attn,hcpd,400,1,0.05,2,gold,-0.03153822175889851,-0.17204303906053808,1.0,-0.03153822175889851
mr,hbn,200,8,0.05,0,gold,0.13473763286952764,0.009109663704279458,1.0,0.13473763286952764
attn,hbn,400,6,0.05,6,gold,0.010853539054793533,-0.1436543914692725,1.0,0.010853539054793533
attn,pnc,400,4,0.05,4,gold,0.09452743474788836,-0.07325900044277267,1.0,0.09452743474788836
attn,abcd,100,9,0.05,2,gold,-0.05696225977854476,-0.06069364506429609,1.0,-0.05696225977854476
mr,hcpd,300,6,0.05,8,gold,0.3508988040822147,0.12038129979018763,1.0,0.3508988040822147
mr,abcd,400,5,0.05,4,gold,0.09102053666122902,-0.05925934599535165,1.0,0.09102053666122902
age,hcpd,300,1,0.05,8,gold,0.7402497339159463,0.5374624083038667,1.0,0.7402497339159463
age,hcpd,100,8,0.05,9,gold,0.6321296164520515,0.3973716269584885,1.0,0.6321296164520515
mr,abcd,100,7,0.05,2,gold,-0.12228606530266285,-0.04606871861047512,1.0,-0.12228606530266285
attn,hbn,300,8,0.05,2,gold,-0.007431798624682853,-0.09603532265677228,1.0,-0.007431798624682853
attn,pnc,400,7,0.05,8,gold,0.06352171090972468,-0.04351632124540683,1.0,0.06352171090972468
mr,pnc,400,2,0.05,5,gold,0.24739896340065598,0.03290381044577384,1.0,0.24739896340065598
mr,hcpd,400,8,0.05,0,gold,0.2838938608339331,0.06775455691094678,1.0,0.2838938608339331
mr,abcd,300,0,0.05,9,gold,0.03809924369058917,-0.013668529997553636,1.0,0.03809924369058917
attn,pnc,300,2,0.05,1,gold,-0.0799103258487511,-0.10679908242734881,1.0,-0.0799103258487511
mr,abcd,300,3,0.05,7,gold,0.011050654978376668,-0.052715497401692124,1.0,0.011050654978376668
mr,hbn,100,1,0.05,5,gold,-0.08183767672490705,-0.03743636659977745,1.0,-0.08183767672490705
mr,abcd,100,8,0.05,4,gold,-0.08735871498780408,-0.040796601425525214,1.0,-0.08735871498780408
age,hcpd,200,8,0.05,8,gold,0.7547749366988802,0.5690147033111527,1.0,0.7547749366988802
attn,abcd,200,0,0.05,9,gold,0.24006325573522033,0.04369727257842271,1.0,0.24006325573522033
attn,abcd,200,8,0.05,8,gold,0.0025412700280844974,-0.0838662536099255,1.0,0.0025412700280844974
mr,hcpd,200,6,0.05,2,gold,0.19136816567837872,0.03418085611326371,1.0,0.19136816567837872
age,abcd,300,4,0.05,2,gold,0.18232200039285118,-0.05068215657545938,1.0,0.18232200039285118
attn,hbn,200,2,0.05,6,gold,0.04306748678690205,-0.062013192387516014,1.0,0.04306748678690205
age,hcpd,400,7,0.05,8,gold,0.7746246531795865,0.5963654770624582,1.0,0.7746246531795865
age,abcd,100,6,0.05,6,gold,-0.12766385626805885,-0.12231298379807387,1.0,-0.12766385626805885
mr,pnc,300,2,0.05,8,gold,0.1915630534766701,-0.01281501716211908,1.0,0.1915630534766701
attn,pnc,300,3,0.05,9,gold,0.017084928354102257,-0.05575726998695352,1.0,0.017084928354102257
age,abcd,100,8,0.05,0,gold,-0.24206049597069115,-0.2123031911487252,1.0,-0.24206049597069115
attn,pnc,300,3,0.05,0,gold,0.034523135178277056,-0.03919899139760741,1.0,0.034523135178277056
mr,abcd,100,7,0.05,1,gold,0.2027129794918192,0.035371457150591534,1.0,0.2027129794918192
attn,hbn,400,0,0.05,2,gold,-0.05091901921343696,-0.18445296499236097,1.0,-0.05091901921343696
age,hbn,400,2,0.05,2,gold,0.7009038280072856,0.48829849884469445,1.0,0.7009038280072856
mr,pnc,400,3,0.05,1,gold,0.23934901277225112,0.016684299299477234,1.0,0.23934901277225112
attn,abcd,400,0,0.05,2,gold,0.19050695050188246,-0.009628220391018294,1.0,0.19050695050188246
attn,hbn,200,8,0.05,3,gold,-0.01959290599239299,-0.09737513116793228,1.0,-0.01959290599239299
mr,hbn,100,7,0.05,2,gold,0.297104612917258,0.07993932011657445,1.0,0.297104612917258
mr,pnc,300,3,0.05,3,gold,0.37683443248141585,0.13969259983401416,1.0,0.37683443248141585
mr,abcd,100,4,0.05,9,gold,-0.050447749589959755,-0.033276784511546253,1.0,-0.050447749589959755
attn,abcd,300,5,0.05,0,gold,0.14780776426993258,-0.03363517504752567,1.0,0.14780776426993258
age,pnc,100,2,0.05,5,gold,0.41871783614283153,0.13540895472341274,1.0,0.41871783614283153
age,hbn,400,0,0.05,0,gold,0.6742074646131174,0.4497501611759891,1.0,0.6742074646131174
mr,pnc,100,2,0.05,3,gold,0.0459441769585058,-0.05523061573549781,1.0,0.0459441769585058
attn,hbn,400,0,0.05,6,gold,0.0061498147374983774,-0.1550477923673681,1.0,0.0061498147374983774
age,hcpd,300,5,0.05,6,gold,0.7457739601384005,0.5496179460295985,1.0,0.7457739601384005
attn,hcpd,400,7,0.05,5,gold,-0.0038142327870119546,-0.13743756990498035,1.0,-0.0038142327870119546
mr,hbn,400,1,0.05,4,gold,0.31535030675070547,0.09938910610820673,1.0,0.31535030675070547
attn,abcd,100,0,0.05,5,gold,0.24765940289471755,0.05411714440855908,1.0,0.24765940289471755
age,hbn,300,4,0.05,3,gold,0.7159802640466759,0.49659918725217767,1.0,0.7159802640466759
mr,pnc,100,6,0.05,6,gold,0.17021635255125656,0.027524286643330176,1.0,0.17021635255125656
attn,abcd,100,5,0.05,3,gold,0.05404177481701513,-0.0011485766120316043,1.0,0.05404177481701513
mr,hbn,100,9,0.05,5,gold,0.0011605202476265477,-0.025125860970923064,1.0,0.0011605202476265477
age,abcd,400,9,0.05,2,gold,0.011557402961882582,-0.12581971278027493,1.0,0.011557402961882582
mr,abcd,400,2,0.05,0,gold,0.09571655123596788,-0.0685689013485491,1.0,0.09571655123596788
age,pnc,300,0,0.05,4,gold,0.5520004562323094,0.29715827373228354,1.0,0.5520004562323094
age,pnc,300,6,0.05,1,gold,0.5230121180242426,0.271438406386434,1.0,0.5230121180242426
attn,hcpd,200,3,0.05,5,gold,-0.09958139178680493,-0.12884613723281269,1.0,-0.09958139178680493
age,hbn,100,8,0.05,2,gold,0.5168815260401332,0.2661401047092855,1.0,0.5168815260401332
attn,hbn,100,7,0.05,0,gold,-0.43277569426686463,-0.22115874094430676,1.0,-0.43277569426686463
age,abcd,300,9,0.05,1,gold,-0.05831633670124347,-0.17337293638926377,1.0,-0.05831633670124347
mr,pnc,100,0,0.05,4,gold,0.09280224790018653,-0.0011686246248483467,1.0,0.09280224790018653
mr,pnc,100,1,0.05,5,gold,0.09331651745387387,0.001743301329098279,1.0,0.09331651745387387
age,pnc,400,7,0.05,0,gold,0.5452234941961903,0.29630912891417605,1.0,0.5452234941961903
age,pnc,100,1,0.05,9,gold,0.323369288248785,0.10100137751540961,1.0,0.323369288248785
age,hcpd,400,8,0.05,9,gold,0.7980451145610611,0.6318845377971734,1.0,0.7980451145610611
age,abcd,400,3,0.05,3,gold,0.06442189935840487,-0.09246048846944199,1.0,0.06442189935840487
age,hcpd,400,6,0.05,0,gold,0.8112058806188305,0.6575164420300255,1.0,0.8112058806188305
age,pnc,100,4,0.05,2,gold,0.24560170912070203,0.04626497252781836,1.0,0.24560170912070203
mr,pnc,200,4,0.05,6,gold,0.16337287389055472,0.00898253418554451,1.0,0.16337287389055472
attn,hbn,200,5,0.05,0,gold,-0.08001729335394771,-0.20305552306141705,1.0,-0.08001729335394771
mr,pnc,400,8,0.05,2,gold,0.15743512935792797,-0.01770268268163777,1.0,0.15743512935792797
attn,pnc,200,9,0.05,7,gold,-0.21075807515303377,-0.11584292652709594,1.0,-0.21075807515303377
age,pnc,400,0,0.05,0,gold,0.5178135522102209,0.2660259153315102,1.0,0.5178135522102209
mr,pnc,300,4,0.05,2,gold,0.23929729372424563,0.045070955598927154,1.0,0.23929729372424563
age,hbn,100,6,0.05,1,gold,0.5015315741089954,0.24124678343504824,1.0,0.5015315741089954
age,abcd,400,4,0.05,4,gold,0.17593043429545374,-0.04673183123336355,1.0,0.17593043429545374
attn,hcpd,200,9,0.05,5,gold,-0.07800936426781432,-0.146491523565079,1.0,-0.07800936426781432
mr,abcd,100,0,0.05,4,gold,-0.24843647737135155,-0.09073373487597713,1.0,-0.24843647737135155
mr,pnc,200,1,0.05,3,gold,0.17851208735062646,0.028478460136597272,1.0,0.17851208735062646
attn,pnc,400,2,0.05,3,gold,-0.02354224293748777,-0.17612750145678024,1.0,-0.02354224293748777
attn,hbn,100,8,0.05,0,gold,-0.1296322067633471,-0.10167976795249412,1.0,-0.1296322067633471
age,hbn,200,5,0.05,3,gold,0.6171122082182822,0.3719056510930465,1.0,0.6171122082182822
mr,hbn,300,8,0.05,0,gold,0.27324481515561644,0.07415187408876078,1.0,0.27324481515561644
age,hcpd,200,1,0.05,4,gold,0.691473594212957,0.4753167916924427,1.0,0.691473594212957
mr,abcd,400,7,0.05,2,gold,0.09964629081296097,-0.01665045058596215,1.0,0.09964629081296097
mr,hbn,100,0,0.05,7,gold,0.0819827395009357,0.00064845230667121,1.0,0.0819827395009357
