pheno,dataset,seed,leakage_type,r,q2,r_coef,feat_overlap,r_yp,spearman_network_feat
age,hbn,85.0,leak_zscore,0.7558018943884478,0.570420042779074,1.0,1.0,0.9999999999999998,1.0
age,hbn,65.0,leak_zscore,0.7586431761803617,0.5749198435962884,1.0,1.0,0.9999999999999998,0.9999999999999998
mr,hcpd,35.0,leak_zscore,0.28596144265781553,0.06764163415234337,1.0,1.0,1.0,1.0
age,hcpd,69.0,leak_zscore,0.7975525638635392,0.6328023067108578,0.9999999999999984,1.0,1.0,0.9999999999999998
mr,pnc,85.0,leak_zscore,0.2618131403047114,0.04528298307840373,1.0,1.0,1.0,1.0
mr,pnc,91.0,leak_zscore,0.25765998724448125,0.02843540140812184,1.0,1.0,1.0,1.0
age,hcpd,8.0,leak_zscore,0.8004267881924815,0.6347499030536429,1.0,1.0,1.0,1.0
age,abcd,31.0,leak_zscore,0.14189642353111745,0.01607518504025285,0.9999999999999984,1.0,0.9999999999999998,1.0
age,hcpd,39.0,leak_zscore,0.7953227378456699,0.6271953824371801,1.0,1.0,1.0,1.0
mr,hbn,78.0,leak_zscore,0.29340422888112605,0.08492725508956789,1.0,1.0,0.9999999999999996,1.0
age,hcpd,80.0,leak_zscore,0.7924353736221562,0.619443519812251,0.9999999999999971,1.0,0.9999999999999997,1.0
age,hcpd,18.0,leak_zscore,0.7972666159918157,0.6272181766608254,0.9999999999999984,1.0,1.0,0.9999999999999998
age,pnc,89.0,leak_zscore,0.6467550732530609,0.41822910583915873,0.9999999999999983,1.0,1.0,1.0
age,pnc,92.0,leak_zscore,0.6549089436615552,0.4288060115257414,0.9999999999999994,1.0,1.0,1.0
mr,abcd,42.0,leak_zscore,0.09797802064398904,0.005959244892249194,1.0,1.0,1.0,1.0
age,abcd,0.0,leak_zscore,0.11492534403928258,-0.0022337832784420364,1.0,1.0,1.0,1.0
age,hbn,42.0,leak_zscore,0.7535096744530818,0.5669355257798416,1.0,1.0,0.9999999999999998,1.0
mr,pnc,71.0,leak_zscore,0.2948695502332429,0.08493444921550297,0.9999999999999991,1.0,0.9999999999999997,0.9999999999999998
mr,abcd,79.0,leak_zscore,0.10139503082543432,0.007194358388253219,1.0,1.0,0.9999999999999998,1.0
attn,hcpd,79.0,leak_zscore,-0.020402248475398385,-0.12911123007536007,0.9999999999999981,1.0,1.0,1.0
attn,hbn,17.0,leak_zscore,-0.023776022229574374,-0.21242256962839323,0.9999999999999967,1.0,0.9999999999999996,1.0
age,hbn,90.0,leak_zscore,0.7581628132805899,0.5739640936812926,1.0,1.0,1.0,1.0
attn,abcd,70.0,leak_zscore,0.06609946550215019,-0.005892196323333154,1.0,1.0,0.9999999999999998,0.9999999999999998
mr,pnc,0.0,leak_zscore,0.28180825717505975,0.06873408682346882,1.0,1.0,1.0,1.0
mr,hbn,37.0,leak_zscore,0.3032429621244512,0.09125101990455387,1.0,1.0,0.9999999999999999,1.0
attn,hcpd,9.0,leak_zscore,0.04101743050052357,-0.12770035347859454,0.9999999999999997,1.0,1.0,1.0
age,abcd,77.0,leak_zscore,0.13179216292770363,0.011530027964178124,0.9999999999999997,1.0,0.9999999999999998,1.0
attn,abcd,12.0,leak_zscore,0.06855164574769522,-0.0046428552278825475,0.9999999999999921,1.0,0.9999999999999998,1.0
mr,abcd,97.0,leak_zscore,0.09933761825547366,0.006449625793116698,0.9999999999999946,1.0,0.9999999999999998,1.0
attn,pnc,28.0,leak_zscore,-0.00320722865427371,-0.1743222218753444,0.9999999999999996,1.0,1.0,0.9999999999999998
age,hcpd,31.0,leak_zscore,0.8012090117469185,0.6339153308661072,1.0,1.0,1.0,1.0
mr,abcd,61.0,leak_zscore,0.10418267894346708,0.008094300567974555,1.0,1.0,1.0,1.0
attn,hbn,37.0,leak_zscore,-0.06068202465349098,-0.26603956381586324,0.999999999999993,1.0,0.9999999999999996,1.0
mr,abcd,95.0,leak_zscore,0.09646489741271716,0.005540025226228984,1.0,1.0,1.0,0.9999999999999998
attn,abcd,5.0,leak_zscore,0.06897482830968839,-0.004257097734356785,1.0,1.0,1.0,1.0
attn,pnc,44.0,leak_zscore,0.039244081409862165,-0.10907802116167842,1.0,1.0,0.9999999999999999,1.0
age,pnc,90.0,leak_zscore,0.6457998203534532,0.41702629517624656,0.9999999999999948,1.0,0.9999999999999996,1.0
attn,pnc,9.0,leak_zscore,0.006062758674100205,-0.1195364004675592,1.0,1.0,1.0,1.0
age,pnc,62.0,leak_zscore,0.647107841647739,0.4187311318102036,1.0,1.0,1.0,1.0
age,pnc,95.0,leak_zscore,0.640500991399039,0.41017317299722444,0.9999999999999952,1.0,1.0,0.9999999999999998
mr,pnc,58.0,leak_zscore,0.2534629431823946,0.04104418420351985,0.9999999999999952,1.0,1.0,1.0
mr,abcd,3.0,leak_zscore,0.1171003174451057,0.012217922750504484,1.0,1.0,0.9999999999999998,1.0
mr,pnc,80.0,leak_zscore,0.30540010904956594,0.09225879502500489,1.0,1.0,1.0,1.0
attn,abcd,16.0,leak_zscore,0.058728023245317194,-0.008113166483713519,1.0,1.0,1.0,1.0
mr,pnc,33.0,leak_zscore,0.2539704900739711,0.049872656097302626,0.9999999999999987,1.0,0.9999999999999994,1.0
attn,abcd,66.0,leak_zscore,0.07128720436993431,-0.0038222286502627156,0.9999999999999942,1.0,1.0,1.0
mr,abcd,50.0,leak_zscore,0.10374030143912374,0.0018580847824106739,1.0,1.0,1.0,1.0
attn,abcd,32.0,leak_zscore,0.049147694313920055,-0.024764119073154234,0.9999999999999968,1.0,0.9999999999999999,0.9999999999999998
mr,hbn,74.0,leak_zscore,0.2907242022536353,0.08315304236361554,1.0,1.0,0.9999999999999999,1.0
age,pnc,81.0,leak_zscore,0.6383401583557355,0.40736477893433,1.0,1.0,1.0,0.9999999999999998
mr,pnc,78.0,leak_zscore,0.2694220514026133,0.0499813648156231,1.0,1.0,0.9999999999999994,0.9999999999999998
mr,hbn,92.0,leak_zscore,0.2890419662175619,0.08220015644902112,0.9999999999999969,1.0,1.0,1.0
mr,pnc,3.0,leak_zscore,0.2921679935582179,0.082957930504173,1.0,1.0,0.9999999999999997,1.0
age,hbn,73.0,leak_zscore,0.7542320727266549,0.5677101126364248,0.9999999999999967,1.0,1.0,1.0
age,pnc,60.0,leak_zscore,0.6400706913703782,0.4096466713428507,1.0,1.0,0.9999999999999998,0.9999999999999998
attn,hbn,80.0,leak_zscore,-0.0164455430098382,-0.2239535822287695,1.0,1.0,1.0,1.0
age,hcpd,83.0,leak_zscore,0.7986066798858588,0.6292672842639104,1.0,1.0,0.9999999999999992,1.0
mr,hbn,50.0,leak_zscore,0.2783399667463963,0.0749717906003704,0.9999999999999998,1.0,0.9999999999999996,0.9999999999999998
age,hbn,45.0,leak_zscore,0.7507003215784528,0.5631753672125265,0.999999999999998,1.0,1.0,1.0
attn,hcpd,11.0,leak_zscore,0.025324616774000004,-0.13118762749905022,1.0,1.0,0.9999999999999996,1.0
mr,hbn,31.0,leak_zscore,0.28978964957591025,0.08243688172269115,1.0,1.0,1.0,1.0
mr,hcpd,72.0,leak_zscore,0.3077067798081092,0.08962630711444175,1.0,1.0,0.9999999999999996,1.0
age,pnc,10.0,leak_zscore,0.6383121173969504,0.40738256736763445,1.0,1.0,1.0,0.9999999999999998
mr,hcpd,80.0,leak_zscore,0.27472672235117424,0.0614301553533646,1.0,1.0,1.0,0.9999999999999998
attn,abcd,85.0,leak_zscore,0.057394720435324065,-0.009754513312564717,1.0,1.0,1.0,1.0
mr,abcd,55.0,leak_zscore,0.09998742737711915,0.006503150053456697,1.0,1.0,1.0,0.9999999999999998
attn,hbn,60.0,leak_zscore,-0.011906009354101339,-0.20102305923211983,0.9999999999999978,1.0,0.9999999999999993,0.9999999999999998
mr,hbn,21.0,leak_zscore,0.2882636252358563,0.08124474423558858,0.9999999999999992,1.0,1.0,0.9999999999999998
attn,hcpd,8.0,leak_zscore,0.0077000432842376084,-0.1238253669945577,1.0,1.0,1.0,0.9999999999999998
attn,abcd,94.0,leak_zscore,0.06595818717425414,-0.004948101069480737,0.9999999999999987,1.0,1.0,0.9999999999999998
attn,abcd,98.0,leak_zscore,0.07687581857712454,-0.0020072403409396866,1.0,1.0,1.0,0.9999999999999998
age,pnc,70.0,leak_zscore,0.6362955688603185,0.4048295969436766,1.0,1.0,1.0,0.9999999999999998
mr,pnc,63.0,leak_zscore,0.26183512248509827,0.054342968247827694,0.9999999999999987,1.0,0.9999999999999997,1.0
mr,hbn,17.0,leak_zscore,0.283946603367926,0.07889607684839528,0.9999999999999989,1.0,1.0,1.0
mr,hcpd,60.0,leak_zscore,0.2954927933527928,0.07419943550415664,1.0,1.0,0.9999999999999996,1.0
mr,hbn,38.0,leak_zscore,0.29812511850189066,0.08816710455121368,0.9999999999999991,1.0,0.9999999999999999,1.0
mr,abcd,91.0,leak_zscore,0.10009519503339243,0.006853640774523773,1.0,1.0,1.0,1.0
age,abcd,15.0,leak_zscore,0.13258637775977444,0.012367589160985348,0.9999999999999992,1.0,0.9999999999999998,1.0
attn,hcpd,2.0,leak_zscore,0.03900228957291451,-0.1025034004889489,1.0,1.0,0.9999999999999999,1.0
mr,abcd,54.0,leak_zscore,0.10555547005114717,0.00858083195020054,1.0,1.0,0.9999999999999998,1.0
attn,hcpd,95.0,leak_zscore,-0.0026430470631550523,-0.15882766326532294,0.9999999999999996,1.0,1.0,0.9999999999999998
age,pnc,83.0,leak_zscore,0.6493437383344556,0.42158262029050153,0.9999999999999981,1.0,1.0,1.0
mr,hcpd,79.0,leak_zscore,0.25425285777651757,0.04337638602605054,1.0,1.0,0.9999999999999999,0.9999999999999998
age,hbn,41.0,leak_zscore,0.760916151845731,0.5782660529071044,1.0,1.0,0.9999999999999998,1.0
attn,hcpd,27.0,leak_zscore,0.014947559591041368,-0.1433238541269859,1.0,1.0,1.0,1.0
mr,hcpd,46.0,leak_zscore,0.2524934335795669,0.04395718311507801,1.0,1.0,1.0,1.0
age,pnc,35.0,leak_zscore,0.6546941264629556,0.42856213640211216,0.9999999999999972,1.0,1.0,1.0
age,hcpd,12.0,leak_zscore,0.7978504097556839,0.627857224514153,0.9999999999999962,1.0,1.0,1.0
mr,hbn,90.0,leak_zscore,0.28028495940378284,0.07620519265430659,0.9999999999999978,1.0,1.0,1.0
attn,hbn,34.0,leak_zscore,-0.024863640264873733,-0.2279614693236096,1.0,1.0,1.0,0.9999999999999998
age,pnc,99.0,leak_zscore,0.6344727788625236,0.40244877441793125,0.9999999999999964,1.0,1.0,0.9999999999999998
age,hbn,94.0,leak_zscore,0.7621658442028243,0.5802503673397275,1.0,1.0,1.0,1.0
attn,hcpd,33.0,leak_zscore,-0.0027811891666926873,-0.14259445398304016,0.9999999999999972,1.0,1.0,0.9999999999999998
age,abcd,66.0,leak_zscore,0.12028447211938025,0.007092275290934147,0.9999999999999951,1.0,1.0,0.9999999999999998
mr,hbn,42.0,leak_zscore,0.2944127689724776,0.08571670329306769,0.9999999999999989,1.0,0.9999999999999992,1.0
age,pnc,74.0,leak_zscore,0.6446095999963923,0.4154842631804575,1.0,1.0,0.9999999999999998,1.0
mr,pnc,98.0,leak_zscore,0.2554030406424627,0.026286995467377894,0.9999999999999954,1.0,0.9999999999999997,1.0
attn,hbn,79.0,leak_zscore,-0.011482873925028527,-0.20262465995976142,1.0,1.0,1.0,1.0
attn,abcd,47.0,leak_zscore,0.08148361549410686,-0.0008332245844231423,0.9999999999999974,1.0,1.0,1.0
age,hcpd,60.0,leak_zscore,0.7961099192561919,0.6257971202260053,1.0,1.0,1.0,0.9999999999999998
mr,hbn,83.0,leak_zscore,0.29649282912787195,0.0870269742743679,1.0,1.0,1.0,1.0
age,hcpd,38.0,leak_zscore,0.7984113223934596,0.6289143397105275,1.0,1.0,0.9999999999999996,1.0
age,abcd,30.0,leak_zscore,0.11815868857615147,0.005646574653275005,0.9999999999999994,1.0,1.0,1.0
age,hbn,57.0,leak_zscore,0.7560517971571732,0.5709968857057501,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999998
age,hcpd,37.0,leak_zscore,0.7919165435092297,0.6231225378080393,0.9999999999999968,1.0,0.9999999999999997,1.0
mr,abcd,31.0,leak_zscore,0.08148779698244668,0.0005473644225202356,1.0,1.0,1.0,1.0
age,pnc,32.0,leak_zscore,0.6418959072238608,0.4117035749139544,1.0,1.0,1.0,1.0
age,pnc,86.0,leak_zscore,0.642791033058231,0.41314909882125406,0.9999999999999982,1.0,0.9999999999999993,0.9999999999999998
attn,pnc,93.0,leak_zscore,0.02461579831153116,-0.11578857377466867,0.9999999999999974,1.0,1.0,0.9999999999999998
mr,hcpd,23.0,leak_zscore,0.3155171255957482,0.09298697477886442,0.9999999999999997,1.0,1.0,0.9999999999999998
age,hcpd,41.0,leak_zscore,0.7928747695427074,0.6214052975662805,1.0,1.0,0.9999999999999997,0.9999999999999998
mr,hbn,0.0,leak_zscore,0.29546631375476645,0.08649342451387687,0.9999999999999958,1.0,1.0,0.9999999999999998
mr,pnc,66.0,leak_zscore,0.2564023178989344,0.02847201502197616,0.9999999999999973,1.0,1.0,0.9999999999999998
attn,hbn,12.0,leak_zscore,-0.0008848321469011059,-0.20200987519853908,1.0,1.0,1.0,1.0
mr,abcd,58.0,leak_zscore,0.10639198017426309,0.008737364548367377,0.999999999999992,1.0,0.9999999999999997,1.0
age,abcd,13.0,leak_zscore,0.11121250381352185,0.0022252888369399537,0.99999999999999,1.0,1.0,1.0
attn,hcpd,48.0,leak_zscore,0.02634919366521512,-0.13132512712352473,0.9999999999999991,1.0,1.0,1.0
age,hcpd,57.0,leak_zscore,0.8043866661643395,0.641176739955359,1.0,1.0,1.0,1.0
age,abcd,33.0,leak_zscore,0.14071174172204384,0.015559545010425557,1.0,1.0,1.0,1.0
mr,abcd,22.0,leak_zscore,0.09750558955572358,0.005863397477715138,1.0,1.0,0.9999999999999997,0.9999999999999998
mr,hcpd,96.0,leak_zscore,0.28545499724017837,0.07085597713747538,0.9999999999999967,1.0,0.9999999999999999,1.0
attn,hbn,32.0,leak_zscore,0.039130656720807636,-0.16317089776460691,1.0,1.0,1.0,0.9999999999999998
attn,hbn,47.0,leak_zscore,0.015525544227273345,-0.18952143008284783,1.0,1.0,1.0,1.0
attn,abcd,7.0,leak_zscore,0.05683350194502462,-0.009426398089890764,1.0,1.0,0.9999999999999998,0.9999999999999998
attn,abcd,40.0,leak_zscore,0.04836305320546776,-0.011555518454023472,0.9999999999999957,1.0,1.0,1.0
mr,hbn,71.0,leak_zscore,0.2962258942880538,0.08679971671267961,0.9999999999999971,1.0,1.0,1.0
attn,hcpd,96.0,leak_zscore,0.028715568135040403,-0.09645664959839406,1.0,1.0,0.9999999999999999,0.9999999999999998
age,pnc,3.0,leak_zscore,0.6337824791454691,0.4016526677772345,1.0,1.0,0.9999999999999991,0.9999999999999998
mr,hcpd,28.0,leak_zscore,0.3023993413129637,0.08199184728190523,0.9999999999999973,1.0,0.9999999999999997,1.0
age,abcd,76.0,leak_zscore,0.11717817137741209,0.006236706308571205,0.9999999999999944,1.0,0.9999999999999993,1.0
age,hcpd,25.0,leak_zscore,0.8099927740338021,0.6518438787802568,1.0,1.0,1.0,0.9999999999999998
mr,pnc,18.0,leak_zscore,0.27882722962255047,0.06253449916602127,1.0,1.0,1.0,1.0
age,abcd,78.0,leak_zscore,0.12829153439442,0.010504864106282263,0.999999999999999,1.0,1.0,0.9999999999999998
mr,abcd,80.0,leak_zscore,0.10162065352541942,0.00721211924256604,0.9999999999999958,1.0,1.0,0.9999999999999998
attn,hbn,95.0,leak_zscore,-0.012869793370227122,-0.20722748201456986,0.9999999999999972,1.0,1.0,1.0
mr,hbn,73.0,leak_zscore,0.2975365144156178,0.0878904944996538,0.9999999999999998,1.0,1.0,0.9999999999999998
attn,pnc,60.0,leak_zscore,-0.021282296210786544,-0.1883025949424122,1.0,1.0,1.0,1.0
attn,pnc,41.0,leak_zscore,0.026077623836259216,-0.151353388881726,1.0,1.0,1.0,1.0
mr,hcpd,22.0,leak_zscore,0.29898177185409547,0.07785753045531019,1.0,1.0,0.9999999999999999,1.0
attn,hbn,40.0,leak_zscore,-0.039549207454085585,-0.2324541593664553,0.9999999999999934,1.0,1.0,1.0
mr,hcpd,0.0,leak_zscore,0.2932826482868099,0.07935967443410874,1.0,1.0,1.0,1.0
mr,pnc,14.0,leak_zscore,0.2834984767816974,0.07223941284560265,0.9999999999999973,1.0,1.0,1.0
attn,abcd,97.0,leak_zscore,0.04903156903363734,-0.01164151205788233,0.999999999999994,1.0,1.0,1.0
attn,pnc,95.0,leak_zscore,-0.0018894775991254813,-0.12526898631739591,0.9999999999999947,1.0,0.9999999999999998,1.0
mr,abcd,26.0,leak_zscore,0.12295689900558197,0.01404392301944668,0.999999999999999,1.0,1.0,1.0
mr,hcpd,3.0,leak_zscore,0.2508922607975051,0.043801846512852016,1.0,1.0,0.9999999999999996,1.0
mr,hbn,69.0,leak_zscore,0.30645338651471793,0.09355048591815596,1.0,1.0,1.0,1.0
mr,pnc,17.0,leak_zscore,0.2443443810898904,0.03151984935609731,1.0,1.0,1.0,0.9999999999999998
attn,hcpd,15.0,leak_zscore,0.05594436070301,-0.12064295962041705,1.0,1.0,1.0,0.9999999999999998
age,pnc,20.0,leak_zscore,0.6519033814888332,0.42477105650276803,0.9999999999999982,1.0,1.0,1.0
mr,hcpd,34.0,leak_zscore,0.2792507645142572,0.06192039178484121,0.9999999999999969,1.0,0.9999999999999996,1.0
mr,hbn,5.0,leak_zscore,0.2805841737393627,0.07639225211382072,1.0,1.0,0.9999999999999996,1.0
mr,hcpd,84.0,leak_zscore,0.2586519570936569,0.0493503001812412,0.9999999999999977,1.0,1.0,1.0
mr,hbn,88.0,leak_zscore,0.2946889212756372,0.08571988131460162,0.9999999999999992,1.0,0.9999999999999992,0.9999999999999998
age,abcd,40.0,leak_zscore,0.13038711603932907,0.011082003383386385,0.9999999999999982,1.0,1.0,0.9999999999999998
attn,pnc,33.0,leak_zscore,-0.0021616800210180922,-0.21044975142928246,0.9999999999999929,1.0,0.9999999999999998,0.9999999999999998
mr,pnc,97.0,leak_zscore,0.22558034958103435,0.017528471716950933,1.0,1.0,1.0,0.9999999999999998
mr,abcd,86.0,leak_zscore,0.10389390092692047,0.00801622644177924,0.9999999999999991,1.0,0.9999999999999998,0.9999999999999998
mr,pnc,55.0,leak_zscore,0.26363894623524436,0.05379851512824785,0.9999999999999953,1.0,0.9999999999999994,1.0
attn,pnc,31.0,leak_zscore,-0.03022247840814809,-0.19352597584741305,1.0,1.0,0.9999999999999998,1.0
attn,hbn,35.0,leak_zscore,-0.026855661318889945,-0.23105654553691446,0.9999999999999986,1.0,1.0,1.0
attn,hcpd,68.0,leak_zscore,-0.004739508180396315,-0.14287116971655278,0.9999999999999952,1.0,0.9999999999999999,1.0
age,hbn,51.0,leak_zscore,0.7619254768962355,0.5797922977361556,0.9999999999999962,1.0,1.0,0.9999999999999998
mr,hcpd,9.0,leak_zscore,0.312017860751362,0.08946972256688046,0.9999999999999964,1.0,0.9999999999999997,1.0
mr,hcpd,55.0,leak_zscore,0.2627935218153964,0.04947741307028031,1.0,1.0,1.0,0.9999999999999998
mr,abcd,27.0,leak_zscore,0.11231663317021627,0.010775281540649773,0.9999999999999954,1.0,0.9999999999999998,0.9999999999999998
age,abcd,72.0,leak_zscore,0.13042342679031366,0.010936261907903755,0.9999999999999973,1.0,1.0,1.0
age,pnc,48.0,leak_zscore,0.6598673924091394,0.4350413677847239,0.9999999999999998,1.0,0.9999999999999998,1.0
mr,abcd,46.0,leak_zscore,0.08048276283273854,0.00024336665031643445,0.9999999999999997,1.0,1.0,1.0
age,hcpd,11.0,leak_zscore,0.7939499877022349,0.6232575859265902,0.9999999999999946,1.0,0.9999999999999996,1.0
attn,pnc,52.0,leak_zscore,0.02892834794635758,-0.15519674271485506,1.0,1.0,1.0,1.0
attn,hbn,81.0,leak_zscore,0.03966313736274647,-0.1667722599504231,1.0,1.0,0.9999999999999998,1.0
attn,pnc,30.0,leak_zscore,-0.0021465284232475997,-0.16286585798744269,1.0,1.0,1.0,0.9999999999999998
mr,hcpd,42.0,leak_zscore,0.26113770839855044,0.052097942068912384,0.9999999999999932,1.0,1.0,1.0
attn,hcpd,46.0,leak_zscore,0.06627334654278329,-0.10377953119581584,0.9999999999999974,1.0,0.9999999999999987,0.9999999999999998
age,hcpd,59.0,leak_zscore,0.7983702366102253,0.6293864202554992,1.0,1.0,1.0,1.0
age,hcpd,40.0,leak_zscore,0.8081548450040076,0.6505043892305158,1.0,1.0,0.9999999999999999,1.0
mr,abcd,85.0,leak_zscore,0.08909068639179595,0.0029071455311431293,1.0,1.0,0.9999999999999997,0.9999999999999998
attn,pnc,86.0,leak_zscore,0.03296518911041224,-0.14273477813927404,0.9999999999999972,1.0,0.9999999999999997,1.0
mr,hbn,29.0,leak_zscore,0.2879283916806424,0.08172145045346513,1.0,1.0,1.0,1.0
age,abcd,19.0,leak_zscore,0.11194692796425854,0.003718645993619041,0.9999999999999977,1.0,1.0,1.0
mr,abcd,19.0,leak_zscore,0.09271563157121966,0.004502749437134357,0.9999999999999987,1.0,0.9999999999999998,1.0
mr,pnc,90.0,leak_zscore,0.2567420681912921,0.050531159907376666,0.9999999999999982,1.0,0.9999999999999997,0.9999999999999998
mr,pnc,37.0,leak_zscore,0.2738878889706118,0.055131413624696535,1.0,1.0,1.0,0.9999999999999998
mr,abcd,39.0,leak_zscore,0.10788763103615943,0.009121003890810386,1.0,1.0,1.0,1.0
age,abcd,34.0,leak_zscore,0.1256106432458545,0.008833962132467343,1.0,1.0,1.0,0.9999999999999998
age,hcpd,49.0,leak_zscore,0.7962437289456961,0.6251671101330454,1.0,1.0,1.0,1.0
attn,hcpd,83.0,leak_zscore,0.01668419798634427,-0.10002271099705662,1.0,1.0,0.9999999999999996,1.0
age,abcd,71.0,leak_zscore,0.13472018843915826,0.012352027255107645,0.9999999999999994,1.0,1.0,0.9999999999999998
mr,hcpd,89.0,leak_zscore,0.32463007143879563,0.09920262159541338,1.0,1.0,1.0,1.0
mr,hcpd,1.0,leak_zscore,0.28299116967767846,0.06653561867268076,1.0,1.0,0.9999999999999999,0.9999999999999998
attn,hcpd,55.0,leak_zscore,0.01357838898613159,-0.11382771630930089,0.9999999999999973,1.0,0.9999999999999999,1.0
mr,abcd,51.0,leak_zscore,0.10758737124206788,0.00917866395370126,0.9999999999999951,1.0,1.0,1.0
age,hbn,70.0,leak_zscore,0.7635980426192203,0.581912982319067,1.0,1.0,1.0,1.0
mr,hbn,48.0,leak_zscore,0.2671854176528555,0.06780103655552505,0.9999999999999952,1.0,0.9999999999999997,0.9999999999999998
attn,hbn,97.0,leak_zscore,-0.013567895505437091,-0.2126697430787623,1.0,1.0,1.0,0.9999999999999998
age,hcpd,97.0,leak_zscore,0.7934343747941297,0.6222291743317476,0.9999999999999948,1.0,0.9999999999999999,0.9999999999999998
mr,pnc,21.0,leak_zscore,0.25431886745460736,0.041147545328574786,0.9999999999999944,1.0,1.0,0.9999999999999998
mr,pnc,45.0,leak_zscore,0.29692271055711866,0.08091590042193253,0.9999999999999996,1.0,0.9999999999999997,1.0
mr,hbn,57.0,leak_zscore,0.29259137122190204,0.08460620238422822,1.0,1.0,1.0,1.0
attn,hbn,25.0,leak_zscore,-0.03301912338978886,-0.2426157494881398,1.0,1.0,0.9999999999999998,0.9999999999999998
mr,hcpd,24.0,leak_zscore,0.33081566090289893,0.10494206609449108,1.0,1.0,1.0,0.9999999999999998
attn,abcd,34.0,leak_zscore,0.06984734318178451,-0.004831472839421425,1.0,1.0,1.0,0.9999999999999998
age,pnc,52.0,leak_zscore,0.6409203461968198,0.4106277886988169,1.0,1.0,0.9999999999999996,0.9999999999999998
attn,abcd,25.0,leak_zscore,0.04195273690294793,-0.01422672923724333,0.9999999999999964,1.0,0.9999999999999998,0.9999999999999998
mr,abcd,73.0,leak_zscore,0.09835250041115322,0.006216133974673577,1.0,1.0,1.0,1.0
attn,abcd,55.0,leak_zscore,0.06125881769883648,-0.00806656031874975,1.0,1.0,0.9999999999999997,0.9999999999999998
attn,hbn,52.0,leak_zscore,-0.028215103845923486,-0.22128462764236856,1.0,1.0,1.0,1.0
attn,hcpd,75.0,leak_zscore,0.071566939436544,-0.1073658034578433,0.9999999999999986,1.0,1.0,1.0
mr,hbn,86.0,leak_zscore,0.30023049139958946,0.08948001694479668,1.0,1.0,1.0,1.0
age,hbn,76.0,leak_zscore,0.7452026265366972,0.555228608986701,0.9999999999999964,1.0,1.0,0.9999999999999998
attn,pnc,49.0,leak_zscore,0.0018753980088159388,-0.12060823495085304,1.0,1.0,1.0,1.0
age,hbn,81.0,leak_zscore,0.7619685629829633,0.579038150525631,1.0,1.0,0.9999999999999998,1.0
attn,hbn,5.0,leak_zscore,-0.03820558430316862,-0.2377620832216878,0.9999999999999987,1.0,0.9999999999999998,1.0
age,abcd,46.0,leak_zscore,0.13110597690865614,0.011174204036897839,0.9999999999999998,1.0,1.0,1.0
mr,hbn,43.0,leak_zscore,0.28948487866752226,0.08204124098488841,0.9999999999999971,1.0,0.9999999999999997,0.9999999999999998
attn,hcpd,93.0,leak_zscore,-0.018911676817988596,-0.12040610637708227,0.9999999999999986,1.0,0.9999999999999999,0.9999999999999998
mr,hcpd,95.0,leak_zscore,0.31449854223542784,0.09269634940609262,1.0,1.0,1.0,1.0
age,hbn,49.0,leak_zscore,0.759228758690448,0.5752780862629828,0.9999999999999977,1.0,0.9999999999999994,1.0
age,hbn,35.0,leak_zscore,0.7584144019504678,0.5745255267257605,1.0,1.0,0.9999999999999998,1.0
attn,abcd,96.0,leak_zscore,0.054053924531866436,-0.009789266954175924,1.0,1.0,1.0,1.0
mr,abcd,44.0,leak_zscore,0.09323485933949449,0.004657495241735643,1.0,1.0,1.0,0.9999999999999998
mr,abcd,6.0,leak_zscore,0.09526908751476748,0.0050587143231575205,0.9999999999999993,1.0,1.0,0.9999999999999998
age,hbn,25.0,leak_zscore,0.7552548093259397,0.5699133448584894,1.0,1.0,1.0,1.0
attn,hcpd,25.0,leak_zscore,0.037490972995520525,-0.11701599641834126,0.9999999999999977,1.0,1.0,0.9999999999999998
attn,pnc,45.0,leak_zscore,0.040629837818232345,-0.11967550954646855,1.0,1.0,1.0,1.0
mr,abcd,9.0,leak_zscore,0.09208093415739434,0.004388348501162875,0.9999999999999983,1.0,1.0,1.0
mr,pnc,19.0,leak_zscore,0.27563279348461894,0.05540678051057846,1.0,1.0,0.9999999999999999,1.0
age,hcpd,44.0,leak_zscore,0.8009730046321266,0.6354117627521652,0.9999999999999933,1.0,1.0,1.0
age,hbn,22.0,leak_zscore,0.7582100239672669,0.5741047228948437,0.9999999999999952,1.0,1.0,0.9999999999999998
age,hbn,3.0,leak_zscore,0.7599115121650131,0.5765698507539794,0.9999999999999997,1.0,0.9999999999999998,0.9999999999999998
attn,hcpd,24.0,leak_zscore,0.0015962304042278904,-0.14491266893904897,1.0,1.0,0.9999999999999998,0.9999999999999998
mr,pnc,64.0,leak_zscore,0.2841826505488646,0.07127441040412574,0.9999999999999944,1.0,1.0,1.0
age,abcd,24.0,leak_zscore,0.11347376187227974,0.003607018871732093,0.9999999999999966,1.0,1.0,1.0
age,hcpd,5.0,leak_zscore,0.7978243166176263,0.6271793785548891,1.0,1.0,0.9999999999999997,1.0
age,abcd,52.0,leak_zscore,0.13013997824839976,0.011103843659002965,1.0,1.0,1.0,1.0
mr,hbn,6.0,leak_zscore,0.2962258020560573,0.0870090859410726,1.0,1.0,1.0,0.9999999999999998
attn,pnc,78.0,leak_zscore,0.03271969449160259,-0.1449921677515731,0.9999999999999972,1.0,1.0,0.9999999999999998
